TRINITY_DN0_c12_g1	GO:0003674,GO:0005085,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007,GO:0098772
TRINITY_DN1732_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0005887,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0038023,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN1732_c1_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0097159,GO:1901363
TRINITY_DN17330_c0_g2	GO:0003674,GO:0005488,GO:0005575,GO:0006810,GO:0006886,GO:0006888,GO:0008104,GO:0008150,GO:0008270,GO:0015031,GO:0015833,GO:0016192,GO:0030117,GO:0030120,GO:0030127,GO:0032991,GO:0033036,GO:0042886,GO:0043167,GO:0043169,GO:0043234,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046872,GO:0046907,GO:0046914,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071705,GO:0098796
TRINITY_DN17335_c8_g1	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0097159,GO:1901363
TRINITY_DN17338_c0_g1	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN17339_c0_g1	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN17340_c0_g1	GO:0003674,GO:0005198
TRINITY_DN17348_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN17354_c0_g1	GO:0005575,GO:0005856,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464
TRINITY_DN17359_c0_g1	GO:0008150,GO:0008152,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN173671_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN1736_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN1737_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN173815_c0_g1	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006928,GO:0007017,GO:0007018,GO:0008017,GO:0008092,GO:0008150,GO:0009987,GO:0015631,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044699,GO:0044763,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN17386_c0_g1	GO:0006810,GO:0006869,GO:0008150,GO:0015850,GO:0015918,GO:0032365,GO:0032366,GO:0044699,GO:0044765,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:1902578,GO:1902580,GO:1902582
TRINITY_DN17387_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0019899,GO:0031267,GO:0033036,GO:0042886,GO:0045184,GO:0046907,GO:0051020,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071705
TRINITY_DN17389_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN1738_c0_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN17390_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN173923_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN173_c1_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0070615,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN173_c2_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0070615,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN173_c7_g1	GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0016791,GO:0042578
TRINITY_DN17409_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0005488,GO:0005524,GO:0006082,GO:0006139,GO:0006399,GO:0006418,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0017076,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044260,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901564
TRINITY_DN1740_c0_g1	GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN17418_c0_g1	GO:0003674,GO:0003824,GO:0004415,GO:0004553,GO:0005975,GO:0008150,GO:0008152,GO:0015929,GO:0016787,GO:0016798,GO:0044238,GO:0071704
TRINITY_DN1741_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0018193,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564
TRINITY_DN1742_c1_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0017076,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN17438_c0_g2	GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN17439_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN174426_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN17446_c0_g1	GO:0000184,GO:0000956,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019222,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575
TRINITY_DN1744_c2_g1	GO:0003674,GO:0003824,GO:0016491,GO:0016614,GO:0016616,GO:0047834
TRINITY_DN17452_c0_g1	GO:0006629,GO:0008150,GO:0008152,GO:0044238,GO:0044699,GO:0044710,GO:0071704
TRINITY_DN17452_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN17456_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN17461_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN17463_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0016020,GO:0022857,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN17464_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN17466_c1_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN17469_c0_g2	GO:0003674,GO:0005102,GO:0005179,GO:0005184,GO:0005488,GO:0005515
TRINITY_DN17470_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN17476_c0_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN174793_c0_g1	GO:0006461,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0043933,GO:0051259,GO:0051262,GO:0065003,GO:0071822,GO:0071840
TRINITY_DN1747_c0_g1	GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005737,GO:0005852,GO:0008135,GO:0032991,GO:0043234,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363
TRINITY_DN17485_c0_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005488,GO:0005515,GO:0005575,GO:0006355,GO:0006810,GO:0006811,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0015075,GO:0015267,GO:0016020,GO:0019219,GO:0019222,GO:0022803,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0055085,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN17499_c1_g1	GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN1749_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN174_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN1750_c2_g1	GO:0003674,GO:0003824,GO:0005215,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0042623,GO:0042626,GO:0043492
TRINITY_DN1750_c5_g2	GO:0000786,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0006325,GO:0006334,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0032991,GO:0032993,GO:0034622,GO:0034728,GO:0043933,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0044815,GO:0065003,GO:0065004,GO:0071824,GO:0071840,GO:0097159,GO:1901363
TRINITY_DN175136_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0004984,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN17516_c0_g1	GO:0003674,GO:0005215,GO:0005319,GO:0005548,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008150,GO:0015711,GO:0015748,GO:0015914,GO:0022892,GO:0044699,GO:0044765,GO:0051179,GO:0051234,GO:0071702,GO:1902578
TRINITY_DN17520_c0_g1	GO:0000226,GO:0000281,GO:0000910,GO:0005575,GO:0005819,GO:0005874,GO:0006996,GO:0007010,GO:0007017,GO:0008150,GO:0009987,GO:0016043,GO:0022402,GO:0040001,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0051293,GO:0051640,GO:0051641,GO:0051649,GO:0051653,GO:0051656,GO:0061640,GO:0071840,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:1902850,GO:1903047
TRINITY_DN17521_c2_g1	GO:0003674,GO:0003824
TRINITY_DN17523_c0_g1	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0020037,GO:0043167,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0097159,GO:1901363
TRINITY_DN1752_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005634,GO:0008270,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0097159,GO:1901363
TRINITY_DN17530_c0_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005249,GO:0005261,GO:0005267,GO:0005575,GO:0006461,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008076,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015672,GO:0016020,GO:0016043,GO:0022607,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022843,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0032991,GO:0034702,GO:0034703,GO:0034705,GO:0043933,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0065003,GO:0071822,GO:0071840,GO:1902495,GO:1990351
TRINITY_DN17537_c0_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN1753_c1_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005634,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141
TRINITY_DN17542_c0_g1	GO:0000151,GO:0000152,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005680,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0031145,GO:0031461,GO:0032991,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0051603,GO:0061630,GO:0061659,GO:0071704,GO:0097602,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234
TRINITY_DN17547_c0_g1	GO:0003674,GO:0003824,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0019439,GO:0019637,GO:0034641,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044712,GO:0044763,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901575
TRINITY_DN17550_c0_g1	GO:0003674,GO:0005488,GO:0005575,GO:0006810,GO:0006886,GO:0006888,GO:0008104,GO:0008150,GO:0008270,GO:0015031,GO:0015833,GO:0016192,GO:0030117,GO:0030120,GO:0030127,GO:0032991,GO:0033036,GO:0042886,GO:0043167,GO:0043169,GO:0043234,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046872,GO:0046907,GO:0046914,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071705,GO:0098796
TRINITY_DN1755_c0_g1	GO:0003674,GO:0003824,GO:0006355,GO:0008150,GO:0008152,GO:0009889,GO:0010309,GO:0010468,GO:0010556,GO:0016491,GO:0016701,GO:0016702,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044699,GO:0044710,GO:0050789,GO:0050794,GO:0051171,GO:0051213,GO:0051252,GO:0055114,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN1755_c0_g2	GO:0003674,GO:0003676,GO:0005488,GO:0005575,GO:0005634,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576
TRINITY_DN17564_c0_g3	GO:0003674,GO:0005488,GO:0005515,GO:0007165,GO:0008150,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0023051,GO:0023056,GO:0043122,GO:0043123,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0065007,GO:1902531,GO:1902533
TRINITY_DN1756_c0_g1	GO:0006810,GO:0006886,GO:0006928,GO:0007017,GO:0007018,GO:0008104,GO:0008150,GO:0009987,GO:0010970,GO:0015031,GO:0015833,GO:0030705,GO:0031503,GO:0033036,GO:0042073,GO:0042886,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071705,GO:0098840,GO:0099111,GO:0099118,GO:1902578,GO:1902580,GO:1902582
TRINITY_DN17570_c0_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005524,GO:0016787,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN17572_c0_g1	GO:0003674,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0033554,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN1757_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN1757_c0_g2	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN17585_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN17604_c0_g1	GO:0005575,GO:0005779,GO:0006996,GO:0008150,GO:0009987,GO:0016021,GO:0016043,GO:0016559,GO:0031224,GO:0031231,GO:0031300,GO:0031301,GO:0044422,GO:0044424,GO:0044425,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0048285,GO:0071840
TRINITY_DN17606_c1_g1	GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN17606_c2_g1	GO:0005575,GO:0005634,GO:0008150,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051726,GO:0065007
TRINITY_DN17607_c0_g1	GO:0003674,GO:0003824,GO:0005488,GO:0008168,GO:0008270,GO:0016740,GO:0016741,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN17624_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN17628_c2_g2	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN17629_c0_g1	GO:0005575,GO:0016020
TRINITY_DN1764_c0_g1	GO:0005575,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN176516_c0_g1	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0008083
TRINITY_DN176563_c0_g1	GO:0005575,GO:0007154,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN17660_c0_g1	GO:0003674,GO:0003824,GO:0004843,GO:0006464,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009987,GO:0016579,GO:0016787,GO:0019538,GO:0019783,GO:0036211,GO:0036459,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070011,GO:0070646,GO:0070647,GO:0071704,GO:0101005,GO:1901564
TRINITY_DN17661_c1_g2	GO:0001071,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043565,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN17669_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN17678_c0_g1	GO:0005575,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0017053,GO:0018130,GO:0019438,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0070176,GO:0071704,GO:0090304,GO:0090568,GO:0090571,GO:0097659,GO:1901360,GO:1901362,GO:1901576
TRINITY_DN17685_c0_g2	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN17686_c0_g2	GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0008289,GO:0035091,GO:0043167,GO:0043168
TRINITY_DN17690_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN17696_c4_g1	GO:0005575,GO:0005779,GO:0006996,GO:0008150,GO:0009987,GO:0016021,GO:0016043,GO:0016559,GO:0031224,GO:0031231,GO:0031300,GO:0031301,GO:0044422,GO:0044424,GO:0044425,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0048285,GO:0071840
